row_id,dtBaseDate,AccountCode,AccountName,Prediction
1875,2022-07-01,300352535,イオンモール株式会社,812525952
1876,2022-07-01,300382205,東日本旅客鉄道株式会社,1081088640
1877,2022-07-01,300559555,株式会社ＮＴＴドコモ,6192088064
1878,2022-07-01,301371894,ＬＩＮＥヤフー株式会社,-7873573888
1879,2022-07-01,301449770,日本郵便株式会社,-198602448
1880,2022-07-01,301480383,ＳＢペイメントサービス株式会社,2792503552
1881,2022-07-01,301509306,東日本高速道路株式会社,13341351936
1882,2022-07-01,301509331,首都高速道路株式会社,2810702080
1883,2022-07-01,305402620,ＰａｙＰａｙカード株式会社,-8861169664
1884,2022-07-01,305407222,株式会社ＪＥＲＡ,-6686941696
1885,2022-07-01,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,394878752
1886,2022-07-01,305477263,ＰａｙＰａｙ株式会社,-10147809280
1887,2022-07-01,308180539,ＭＰ取りまとめ口,-73423036416
1888,2022-07-04,100000184,みずほファクター株式会社,-48737550336
1889,2022-07-04,100000407,ユーシーカード株式会社,2591979520
1890,2022-07-04,100000542,公立学校共済組合,-3741620480
1891,2022-07-04,100007142,東京都国民健康保険団体連合会,766304640
1892,2022-07-04,100650551,神奈川県国民健康保険団体連合会,1928684544
1893,2022-07-04,210023724,ヤマトホールディングス株式会社,29763661824
1894,2022-07-04,210023725,ヤマト運輸株式会社,-16018368512
1895,2022-07-04,210037298,東京都後期高齢者医療広域連合,416664032
1896,2022-07-04,210044026,口座振替払口,550202240
1897,2022-07-04,210123354,電力広域的運営推進機関,49319956480
1898,2022-07-04,210124189,千葉県国民健康保険団体連合会,916804160
1899,2022-07-04,300001198,いすゞ自動車株式会社,1524391296
1900,2022-07-04,300002127,株式会社ＳＵＢＡＲＵ,-464626560
1901,2022-07-04,300003336,東京電力ホールディングス株式会社,117530920
1902,2022-07-04,300010758,双日株式会社,-4426170880
1903,2022-07-04,300040185,（独）日本高速道路保有・債務返済機構,26388252672
1904,2022-07-04,300234591,株式会社オリエントコーポレーション,-7064687616
1905,2022-07-04,300271063,一般社団法人　全国石油協会,388479392
1906,2022-07-04,300335762,アフラック生命保険株式会社,-1149203712
1907,2022-07-04,300352535,イオンモール株式会社,4360119808
1908,2022-07-04,300382205,東日本旅客鉄道株式会社,4416739840
1909,2022-07-04,300559555,株式会社ＮＴＴドコモ,815585600
1910,2022-07-04,301371894,ＬＩＮＥヤフー株式会社,-1681654144
1911,2022-07-04,301449770,日本郵便株式会社,4826418176
1912,2022-07-04,301480383,ＳＢペイメントサービス株式会社,1320319360
1913,2022-07-04,301509306,東日本高速道路株式会社,-1625045248
1914,2022-07-04,301509331,首都高速道路株式会社,1145031040
1915,2022-07-04,305402620,ＰａｙＰａｙカード株式会社,4146317312
1916,2022-07-04,305407222,株式会社ＪＥＲＡ,-6199837696
1917,2022-07-04,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,1917726848
1918,2022-07-04,305477263,ＰａｙＰａｙ株式会社,-1944698752
1919,2022-07-04,308180539,ＭＰ取りまとめ口,1779104896
1920,2022-07-05,100000184,みずほファクター株式会社,-35852185600
1921,2022-07-05,100000407,ユーシーカード株式会社,11728399360
1922,2022-07-05,100000542,公立学校共済組合,-216576064
1923,2022-07-05,100007142,東京都国民健康保険団体連合会,-1967625
1924,2022-07-05,100650551,神奈川県国民健康保険団体連合会,1286500352
1925,2022-07-05,210023724,ヤマトホールディングス株式会社,9165675520
1926,2022-07-05,210023725,ヤマト運輸株式会社,-10249761792
1927,2022-07-05,210037298,東京都後期高齢者医療広域連合,4456538624
1928,2022-07-05,210044026,口座振替払口,-145097904
1929,2022-07-05,210123354,電力広域的運営推進機関,-2976377856
1930,2022-07-05,210124189,千葉県国民健康保険団体連合会,1445217792
1931,2022-07-05,300001198,いすゞ自動車株式会社,2809156352
1932,2022-07-05,300002127,株式会社ＳＵＢＡＲＵ,2144686976
1933,2022-07-05,300003336,東京電力ホールディングス株式会社,-2228522240
1934,2022-07-05,300010758,双日株式会社,4805961728
1935,2022-07-05,300040185,（独）日本高速道路保有・債務返済機構,-20721156096
1936,2022-07-05,300234591,株式会社オリエントコーポレーション,-4713846784
1937,2022-07-05,300271063,一般社団法人　全国石油協会,70753536
1938,2022-07-05,300335762,アフラック生命保険株式会社,-2053788288
1939,2022-07-05,300352535,イオンモール株式会社,2135684352
1940,2022-07-05,300382205,東日本旅客鉄道株式会社,36506980352
1941,2022-07-05,300559555,株式会社ＮＴＴドコモ,716534784
1942,2022-07-05,301371894,ＬＩＮＥヤフー株式会社,-3105724416
1943,2022-07-05,301449770,日本郵便株式会社,563392512
1944,2022-07-05,301480383,ＳＢペイメントサービス株式会社,1195928576
1945,2022-07-05,301509306,東日本高速道路株式会社,-1305467648
1946,2022-07-05,301509331,首都高速道路株式会社,263488144
1947,2022-07-05,305402620,ＰａｙＰａｙカード株式会社,2877368320
1948,2022-07-05,305407222,株式会社ＪＥＲＡ,-8363198464
1949,2022-07-05,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-1534727168
1950,2022-07-05,305477263,ＰａｙＰａｙ株式会社,123064160
1951,2022-07-05,308180539,ＭＰ取りまとめ口,-18897360896
1952,2022-07-06,100000184,みずほファクター株式会社,43298828288
1953,2022-07-06,100000407,ユーシーカード株式会社,9940260864
1954,2022-07-06,100000542,公立学校共済組合,-16926737408
1955,2022-07-06,100007142,東京都国民健康保険団体連合会,658334976
1956,2022-07-06,100650551,神奈川県国民健康保険団体連合会,371266080
1957,2022-07-06,210023724,ヤマトホールディングス株式会社,-4864683520
1958,2022-07-06,210023725,ヤマト運輸株式会社,-1437260544
1959,2022-07-06,210037298,東京都後期高齢者医療広域連合,-242662176
1960,2022-07-06,210044026,口座振替払口,1170498432
1961,2022-07-06,210123354,電力広域的運営推進機関,878649088
1962,2022-07-06,210124189,千葉県国民健康保険団体連合会,589515456
1963,2022-07-06,300001198,いすゞ自動車株式会社,2022280064
1964,2022-07-06,300002127,株式会社ＳＵＢＡＲＵ,879692992
1965,2022-07-06,300003336,東京電力ホールディングス株式会社,544280320
1966,2022-07-06,300010758,双日株式会社,435853280
1967,2022-07-06,300040185,（独）日本高速道路保有・債務返済機構,5158325760
1968,2022-07-06,300234591,株式会社オリエントコーポレーション,-8542609920
1969,2022-07-06,300271063,一般社団法人　全国石油協会,-228726400
1970,2022-07-06,300335762,アフラック生命保険株式会社,-1672713984
1971,2022-07-06,300352535,イオンモール株式会社,896295552
1972,2022-07-06,300382205,東日本旅客鉄道株式会社,57716551680
1973,2022-07-06,300559555,株式会社ＮＴＴドコモ,3120777216
1974,2022-07-06,301371894,ＬＩＮＥヤフー株式会社,-608699584
1975,2022-07-06,301449770,日本郵便株式会社,741095808
1976,2022-07-06,301480383,ＳＢペイメントサービス株式会社,987294976
1977,2022-07-06,301509306,東日本高速道路株式会社,763767168
1978,2022-07-06,301509331,首都高速道路株式会社,1306495488
1979,2022-07-06,305402620,ＰａｙＰａｙカード株式会社,962690944
1980,2022-07-06,305407222,株式会社ＪＥＲＡ,-317662144
1981,2022-07-06,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-248460544
1982,2022-07-06,305477263,ＰａｙＰａｙ株式会社,-11339933696
1983,2022-07-06,308180539,ＭＰ取りまとめ口,-893407296
1984,2022-07-07,100000184,みずほファクター株式会社,20270383104
1985,2022-07-07,100000407,ユーシーカード株式会社,17310846976
1986,2022-07-07,100000542,公立学校共済組合,-1105510144
1987,2022-07-07,100007142,東京都国民健康保険団体連合会,953311680
1988,2022-07-07,100650551,神奈川県国民健康保険団体連合会,968086016
1989,2022-07-07,210023724,ヤマトホールディングス株式会社,-20089903104
1990,2022-07-07,210023725,ヤマト運輸株式会社,-6876566528
1991,2022-07-07,210037298,東京都後期高齢者医療広域連合,398407424
1992,2022-07-07,210044026,口座振替払口,2894663424
1993,2022-07-07,210123354,電力広域的運営推進機関,1237748992
1994,2022-07-07,210124189,千葉県国民健康保険団体連合会,-806111168
1995,2022-07-07,300001198,いすゞ自動車株式会社,447646528
1996,2022-07-07,300002127,株式会社ＳＵＢＡＲＵ,1276172288
1997,2022-07-07,300003336,東京電力ホールディングス株式会社,-1542198912
1998,2022-07-07,300010758,双日株式会社,-6777476096
1999,2022-07-07,300040185,（独）日本高速道路保有・債務返済機構,6050671104
2000,2022-07-07,300234591,株式会社オリエントコーポレーション,-8545879552
2001,2022-07-07,300271063,一般社団法人　全国石油協会,-326689312
2002,2022-07-07,300335762,アフラック生命保険株式会社,15300088
2003,2022-07-07,300352535,イオンモール株式会社,1694813056
2004,2022-07-07,300382205,東日本旅客鉄道株式会社,14881892352
2005,2022-07-07,300559555,株式会社ＮＴＴドコモ,-6035350528
2006,2022-07-07,301371894,ＬＩＮＥヤフー株式会社,-237417632
2007,2022-07-07,301449770,日本郵便株式会社,6885457408
2008,2022-07-07,301480383,ＳＢペイメントサービス株式会社,2579878912
2009,2022-07-07,301509306,東日本高速道路株式会社,461313024
2010,2022-07-07,301509331,首都高速道路株式会社,3232036096
2011,2022-07-07,305402620,ＰａｙＰａｙカード株式会社,428781248
2012,2022-07-07,305407222,株式会社ＪＥＲＡ,-4031235840
2013,2022-07-07,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-1906904448
2014,2022-07-07,305477263,ＰａｙＰａｙ株式会社,11884639232
2015,2022-07-07,308180539,ＭＰ取りまとめ口,-1122694400
2016,2022-07-08,100000184,みずほファクター株式会社,-58080149504
2017,2022-07-08,100000407,ユーシーカード株式会社,81827889152
2018,2022-07-08,100000542,公立学校共済組合,-12192964608
2019,2022-07-08,100007142,東京都国民健康保険団体連合会,-418675968
2020,2022-07-08,100650551,神奈川県国民健康保険団体連合会,-276667456
2021,2022-07-08,210023724,ヤマトホールディングス株式会社,-31534985216
2022,2022-07-08,210023725,ヤマト運輸株式会社,-351082784
2023,2022-07-08,210037298,東京都後期高齢者医療広域連合,-1088694016
2024,2022-07-08,210044026,口座振替払口,-4414658048
2025,2022-07-08,210123354,電力広域的運営推進機関,-64343592960
2026,2022-07-08,210124189,千葉県国民健康保険団体連合会,102221008
2027,2022-07-08,300001198,いすゞ自動車株式会社,3491859200
2028,2022-07-08,300002127,株式会社ＳＵＢＡＲＵ,17395238912
2029,2022-07-08,300003336,東京電力ホールディングス株式会社,-3136442368
2030,2022-07-08,300010758,双日株式会社,593760320
2031,2022-07-08,300040185,（独）日本高速道路保有・債務返済機構,-2927032064
2032,2022-07-08,300234591,株式会社オリエントコーポレーション,-9995136000
2033,2022-07-08,300271063,一般社団法人　全国石油協会,-806236288
2034,2022-07-08,300335762,アフラック生命保険株式会社,-5615781376
2035,2022-07-08,300352535,イオンモール株式会社,2295905024
2036,2022-07-08,300382205,東日本旅客鉄道株式会社,-33023258624
2037,2022-07-08,300559555,株式会社ＮＴＴドコモ,-3381938944
2038,2022-07-08,301371894,ＬＩＮＥヤフー株式会社,-2833293568
2039,2022-07-08,301449770,日本郵便株式会社,-5165792768
2040,2022-07-08,301480383,ＳＢペイメントサービス株式会社,3511716864
2041,2022-07-08,301509306,東日本高速道路株式会社,3015499264
2042,2022-07-08,301509331,首都高速道路株式会社,-8947175424
2043,2022-07-08,305402620,ＰａｙＰａｙカード株式会社,-8389070848
2044,2022-07-08,305407222,株式会社ＪＥＲＡ,9860317184
2045,2022-07-08,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-24585816064
2046,2022-07-08,305477263,ＰａｙＰａｙ株式会社,-17474625536
2047,2022-07-08,308180539,ＭＰ取りまとめ口,9384926208
2048,2022-07-11,100000184,みずほファクター株式会社,26608582656
2049,2022-07-11,100000407,ユーシーカード株式会社,-19474034688
2050,2022-07-11,100000542,公立学校共済組合,2544960256
2051,2022-07-11,100007142,東京都国民健康保険団体連合会,24513114112
2052,2022-07-11,100650551,神奈川県国民健康保険団体連合会,1367030656
2053,2022-07-11,210023724,ヤマトホールディングス株式会社,9776622592
2054,2022-07-11,210023725,ヤマト運輸株式会社,-9405742080
2055,2022-07-11,210037298,東京都後期高齢者医療広域連合,6695610368
2056,2022-07-11,210044026,口座振替払口,-453824096
2057,2022-07-11,210123354,電力広域的運営推進機関,-379184736
2058,2022-07-11,210124189,千葉県国民健康保険団体連合会,-81180720
2059,2022-07-11,300001198,いすゞ自動車株式会社,1759810176
2060,2022-07-11,300002127,株式会社ＳＵＢＡＲＵ,898189568
2061,2022-07-11,300003336,東京電力ホールディングス株式会社,831193920
2062,2022-07-11,300010758,双日株式会社,1298943744
2063,2022-07-11,300040185,（独）日本高速道路保有・債務返済機構,-19959658496
2064,2022-07-11,300234591,株式会社オリエントコーポレーション,-16935247872
2065,2022-07-11,300271063,一般社団法人　全国石油協会,1179026944
2066,2022-07-11,300335762,アフラック生命保険株式会社,-67910432
2067,2022-07-11,300352535,イオンモール株式会社,9076610048
2068,2022-07-11,300382205,東日本旅客鉄道株式会社,-8367718912
2069,2022-07-11,300559555,株式会社ＮＴＴドコモ,4338400256
2070,2022-07-11,301371894,ＬＩＮＥヤフー株式会社,-2117792896
2071,2022-07-11,301449770,日本郵便株式会社,4187661312
2072,2022-07-11,301480383,ＳＢペイメントサービス株式会社,1597290368
2073,2022-07-11,301509306,東日本高速道路株式会社,-4100965376
2074,2022-07-11,301509331,首都高速道路株式会社,-362212064
2075,2022-07-11,305402620,ＰａｙＰａｙカード株式会社,10688741376
2076,2022-07-11,305407222,株式会社ＪＥＲＡ,2542783488
2077,2022-07-11,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,13543659520
2078,2022-07-11,305477263,ＰａｙＰａｙ株式会社,21073537024
2079,2022-07-11,308180539,ＭＰ取りまとめ口,48616132608
2080,2022-07-12,100000184,みずほファクター株式会社,-28297091072
2081,2022-07-12,100000407,ユーシーカード株式会社,194671008
2082,2022-07-12,100000542,公立学校共済組合,1930964608
2083,2022-07-12,100007142,東京都国民健康保険団体連合会,-76746800
2084,2022-07-12,100650551,神奈川県国民健康保険団体連合会,-1378338176
2085,2022-07-12,210023724,ヤマトホールディングス株式会社,2068804224
2086,2022-07-12,210023725,ヤマト運輸株式会社,-1152354816
2087,2022-07-12,210037298,東京都後期高齢者医療広域連合,1622166912
2088,2022-07-12,210044026,口座振替払口,-789508352
2089,2022-07-12,210123354,電力広域的運営推進機関,3124500224
2090,2022-07-12,210124189,千葉県国民健康保険団体連合会,1565443584
2091,2022-07-12,300001198,いすゞ自動車株式会社,2158499840
2092,2022-07-12,300002127,株式会社ＳＵＢＡＲＵ,3473901824
2093,2022-07-12,300003336,東京電力ホールディングス株式会社,1105249024
2094,2022-07-12,300010758,双日株式会社,777938496
2095,2022-07-12,300040185,（独）日本高速道路保有・債務返済機構,-8627806208
2096,2022-07-12,300234591,株式会社オリエントコーポレーション,-3734028032
2097,2022-07-12,300271063,一般社団法人　全国石油協会,2223373312
2098,2022-07-12,300335762,アフラック生命保険株式会社,-1015442624
2099,2022-07-12,300352535,イオンモール株式会社,4520384512
2100,2022-07-12,300382205,東日本旅客鉄道株式会社,-363258016
2101,2022-07-12,300559555,株式会社ＮＴＴドコモ,18700748800
2102,2022-07-12,301371894,ＬＩＮＥヤフー株式会社,652851776
2103,2022-07-12,301449770,日本郵便株式会社,529484896
2104,2022-07-12,301480383,ＳＢペイメントサービス株式会社,2484920064
2105,2022-07-12,301509306,東日本高速道路株式会社,2036565632
2106,2022-07-12,301509331,首都高速道路株式会社,627218880
2107,2022-07-12,305402620,ＰａｙＰａｙカード株式会社,1878729472
2108,2022-07-12,305407222,株式会社ＪＥＲＡ,-9333128192
2109,2022-07-12,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-937165760
2110,2022-07-12,305477263,ＰａｙＰａｙ株式会社,4939464192
2111,2022-07-12,308180539,ＭＰ取りまとめ口,-8230794240
2112,2022-07-13,100000184,みずほファクター株式会社,-14983170048
2113,2022-07-13,100000407,ユーシーカード株式会社,-1371248128
2114,2022-07-13,100000542,公立学校共済組合,9271976
2115,2022-07-13,100007142,東京都国民健康保険団体連合会,280461792
2116,2022-07-13,100650551,神奈川県国民健康保険団体連合会,7184167936
2117,2022-07-13,210023724,ヤマトホールディングス株式会社,2015398528
2118,2022-07-13,210023725,ヤマト運輸株式会社,21321434
2119,2022-07-13,210037298,東京都後期高齢者医療広域連合,10131177472
2120,2022-07-13,210044026,口座振替払口,2860829952
2121,2022-07-13,210123354,電力広域的運営推進機関,3076860928
2122,2022-07-13,210124189,千葉県国民健康保険団体連合会,2760333312
2123,2022-07-13,300001198,いすゞ自動車株式会社,3039677440
2124,2022-07-13,300002127,株式会社ＳＵＢＡＲＵ,2257689600
2125,2022-07-13,300003336,東京電力ホールディングス株式会社,1529062272
2126,2022-07-13,300010758,双日株式会社,2061126912
2127,2022-07-13,300040185,（独）日本高速道路保有・債務返済機構,-5909160448
2128,2022-07-13,300234591,株式会社オリエントコーポレーション,-2314415104
2129,2022-07-13,300271063,一般社団法人　全国石油協会,2806784256
2130,2022-07-13,300335762,アフラック生命保険株式会社,-1236387456
2131,2022-07-13,300352535,イオンモール株式会社,866648768
2132,2022-07-13,300382205,東日本旅客鉄道株式会社,5023930368
2133,2022-07-13,300559555,株式会社ＮＴＴドコモ,12056600576
2134,2022-07-13,301371894,ＬＩＮＥヤフー株式会社,481713152
2135,2022-07-13,301449770,日本郵便株式会社,2052119040
2136,2022-07-13,301480383,ＳＢペイメントサービス株式会社,2926821376
2137,2022-07-13,301509306,東日本高速道路株式会社,3797006848
2138,2022-07-13,301509331,首都高速道路株式会社,5086161408
2139,2022-07-13,305402620,ＰａｙＰａｙカード株式会社,684639232
2140,2022-07-13,305407222,株式会社ＪＥＲＡ,-219441536
2141,2022-07-13,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,1356373632
2142,2022-07-13,305477263,ＰａｙＰａｙ株式会社,-3630149632
2143,2022-07-13,308180539,ＭＰ取りまとめ口,-17641275392
2144,2022-07-14,100000184,みずほファクター株式会社,-5425532416
2145,2022-07-14,100000407,ユーシーカード株式会社,3873310720
2146,2022-07-14,100000542,公立学校共済組合,5343443456
2147,2022-07-14,100007142,東京都国民健康保険団体連合会,986387072
2148,2022-07-14,100650551,神奈川県国民健康保険団体連合会,12977474560
2149,2022-07-14,210023724,ヤマトホールディングス株式会社,921058176
2150,2022-07-14,210023725,ヤマト運輸株式会社,2072830976
2151,2022-07-14,210037298,東京都後期高齢者医療広域連合,8306205696
2152,2022-07-14,210044026,口座振替払口,9262797824
2153,2022-07-14,210123354,電力広域的運営推進機関,2617904384
2154,2022-07-14,210124189,千葉県国民健康保険団体連合会,1863124992
2155,2022-07-14,300001198,いすゞ自動車株式会社,3088084736
2156,2022-07-14,300002127,株式会社ＳＵＢＡＲＵ,3491388928
2157,2022-07-14,300003336,東京電力ホールディングス株式会社,1232750464
2158,2022-07-14,300010758,双日株式会社,-699745792
2159,2022-07-14,300040185,（独）日本高速道路保有・債務返済機構,5679782912
2160,2022-07-14,300234591,株式会社オリエントコーポレーション,-1498465408
2161,2022-07-14,300271063,一般社団法人　全国石油協会,4901008896
2162,2022-07-14,300335762,アフラック生命保険株式会社,-1092615680
2163,2022-07-14,300352535,イオンモール株式会社,3087159808
2164,2022-07-14,300382205,東日本旅客鉄道株式会社,-2186821376
2165,2022-07-14,300559555,株式会社ＮＴＴドコモ,-22260889600
2166,2022-07-14,301371894,ＬＩＮＥヤフー株式会社,3735638016
2167,2022-07-14,301449770,日本郵便株式会社,3674206976
2168,2022-07-14,301480383,ＳＢペイメントサービス株式会社,4626620416
2169,2022-07-14,301509306,東日本高速道路株式会社,-2491350528
2170,2022-07-14,301509331,首都高速道路株式会社,2504354816
2171,2022-07-14,305402620,ＰａｙＰａｙカード株式会社,1950072832
2172,2022-07-14,305407222,株式会社ＪＥＲＡ,-707453568
2173,2022-07-14,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-47867612
2174,2022-07-14,305477263,ＰａｙＰａｙ株式会社,-9295901696
2175,2022-07-14,308180539,ＭＰ取りまとめ口,-11535735808
2176,2022-07-15,100000184,みずほファクター株式会社,-23945383936
2177,2022-07-15,100000407,ユーシーカード株式会社,-53570146304
2178,2022-07-15,100000542,公立学校共済組合,-20082956288
2179,2022-07-15,100007142,東京都国民健康保険団体連合会,32180662272
2180,2022-07-15,100650551,神奈川県国民健康保険団体連合会,18070816768
2181,2022-07-15,210023724,ヤマトホールディングス株式会社,5790691840
2182,2022-07-15,210023725,ヤマト運輸株式会社,5226059264
2183,2022-07-15,210037298,東京都後期高齢者医療広域連合,50941943808
2184,2022-07-15,210044026,口座振替払口,-19722280960
2185,2022-07-15,210123354,電力広域的運営推進機関,1994389888
2186,2022-07-15,210124189,千葉県国民健康保険団体連合会,-5020489216
2187,2022-07-15,300001198,いすゞ自動車株式会社,5026214912
2188,2022-07-15,300002127,株式会社ＳＵＢＡＲＵ,7395266560
2189,2022-07-15,300003336,東京電力ホールディングス株式会社,-2105373440
2190,2022-07-15,300010758,双日株式会社,1323647360
2191,2022-07-15,300040185,（独）日本高速道路保有・債務返済機構,138504159232
2192,2022-07-15,300234591,株式会社オリエントコーポレーション,-31234113536
2193,2022-07-15,300271063,一般社団法人　全国石油協会,-452204864
2194,2022-07-15,300335762,アフラック生命保険株式会社,-12057483264
2195,2022-07-15,300352535,イオンモール株式会社,-23476930560
2196,2022-07-15,300382205,東日本旅客鉄道株式会社,-509984512
2197,2022-07-15,300559555,株式会社ＮＴＴドコモ,27175964672
2198,2022-07-15,301371894,ＬＩＮＥヤフー株式会社,136206000
2199,2022-07-15,301449770,日本郵便株式会社,744094400
2200,2022-07-15,301480383,ＳＢペイメントサービス株式会社,23243257856
2201,2022-07-15,301509306,東日本高速道路株式会社,6088792064
2202,2022-07-15,301509331,首都高速道路株式会社,-7132553216
2203,2022-07-15,305402620,ＰａｙＰａｙカード株式会社,-6144176640
2204,2022-07-15,305407222,株式会社ＪＥＲＡ,-3128685056
2205,2022-07-15,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,3615603968
2206,2022-07-15,305477263,ＰａｙＰａｙ株式会社,-70654623744
2207,2022-07-15,308180539,ＭＰ取りまとめ口,-25482995712
2208,2022-07-19,100000184,みずほファクター株式会社,-808299328
2209,2022-07-19,100000407,ユーシーカード株式会社,-10480478208
2210,2022-07-19,100000542,公立学校共済組合,-6992404992
2211,2022-07-19,100007142,東京都国民健康保険団体連合会,104536219648
2212,2022-07-19,100650551,神奈川県国民健康保険団体連合会,16340861952
2213,2022-07-19,210023724,ヤマトホールディングス株式会社,793620864
2214,2022-07-19,210023725,ヤマト運輸株式会社,4251551232
2215,2022-07-19,210037298,東京都後期高齢者医療広域連合,-51011575808
2216,2022-07-19,210044026,口座振替払口,1502988800
2217,2022-07-19,210123354,電力広域的運営推進機関,-150197536
2218,2022-07-19,210124189,千葉県国民健康保険団体連合会,7897573888
2219,2022-07-19,300001198,いすゞ自動車株式会社,3101077760
2220,2022-07-19,300002127,株式会社ＳＵＢＡＲＵ,3963393024
2221,2022-07-19,300003336,東京電力ホールディングス株式会社,4908980736
2222,2022-07-19,300010758,双日株式会社,1462695040
2223,2022-07-19,300040185,（独）日本高速道路保有・債務返済機構,762687168
2224,2022-07-19,300234591,株式会社オリエントコーポレーション,-16895756288
2225,2022-07-19,300271063,一般社団法人　全国石油協会,-2176380928
2226,2022-07-19,300335762,アフラック生命保険株式会社,-1906313984
2227,2022-07-19,300352535,イオンモール株式会社,146727360
2228,2022-07-19,300382205,東日本旅客鉄道株式会社,3254012416
2229,2022-07-19,300559555,株式会社ＮＴＴドコモ,4542496256
2230,2022-07-19,301371894,ＬＩＮＥヤフー株式会社,805071488
2231,2022-07-19,301449770,日本郵便株式会社,12481876992
2232,2022-07-19,301480383,ＳＢペイメントサービス株式会社,2331002368
2233,2022-07-19,301509306,東日本高速道路株式会社,-3245003264
2234,2022-07-19,301509331,首都高速道路株式会社,1379381120
2235,2022-07-19,305402620,ＰａｙＰａｙカード株式会社,1776615808
2236,2022-07-19,305407222,株式会社ＪＥＲＡ,-1390294656
2237,2022-07-19,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,-3404196096
2238,2022-07-19,305477263,ＰａｙＰａｙ株式会社,-1978034944
2239,2022-07-19,308180539,ＭＰ取りまとめ口,662501312
2240,2022-07-20,100000184,みずほファクター株式会社,-1459124992
2241,2022-07-20,100000407,ユーシーカード株式会社,-3312942592
2242,2022-07-20,100000542,公立学校共済組合,-6897525760
2243,2022-07-20,100007142,東京都国民健康保険団体連合会,-95338029056
2244,2022-07-20,100650551,神奈川県国民健康保険団体連合会,-66230947840
2245,2022-07-20,210023724,ヤマトホールディングス株式会社,-5179045376
2246,2022-07-20,210023725,ヤマト運輸株式会社,2053431680
2247,2022-07-20,210037298,東京都後期高齢者医療広域連合,4273542144
2248,2022-07-20,210044026,口座振替払口,-1893044480
2249,2022-07-20,210123354,電力広域的運営推進機関,-279276544
2250,2022-07-20,210124189,千葉県国民健康保険団体連合会,-10523052032
2251,2022-07-20,300001198,いすゞ自動車株式会社,-2559595264
2252,2022-07-20,300002127,株式会社ＳＵＢＡＲＵ,1476073216
2253,2022-07-20,300003336,東京電力ホールディングス株式会社,-2937506560
2254,2022-07-20,300010758,双日株式会社,-418640160
2255,2022-07-20,300040185,（独）日本高速道路保有・債務返済機構,-9995993088
2256,2022-07-20,300234591,株式会社オリエントコーポレーション,-16723296256
2257,2022-07-20,300271063,一般社団法人　全国石油協会,-1338575104
2258,2022-07-20,300335762,アフラック生命保険株式会社,-4943083008
2259,2022-07-20,300352535,イオンモール株式会社,-3344439808
2260,2022-07-20,300382205,東日本旅客鉄道株式会社,4895975936
2261,2022-07-20,300559555,株式会社ＮＴＴドコモ,-1063049536
2262,2022-07-20,301371894,ＬＩＮＥヤフー株式会社,535416704
2263,2022-07-20,301449770,日本郵便株式会社,30111123456
2264,2022-07-20,301480383,ＳＢペイメントサービス株式会社,2301352448
2265,2022-07-20,301509306,東日本高速道路株式会社,-299237024
2266,2022-07-20,301509331,首都高速道路株式会社,1248067840
2267,2022-07-20,305402620,ＰａｙＰａｙカード株式会社,-1007893504
2268,2022-07-20,305407222,株式会社ＪＥＲＡ,20500348928
2269,2022-07-20,305453500,コカ・コーラボトラーズジャパンホールディングス株式会社,4933011968
2270,2022-07-20,305477263,ＰａｙＰａｙ株式会社,37636407296
2271,2022-07-20,308180539,ＭＰ取りまとめ口,3869177600
2272,2022-07-21,100000184,みずほファクター株式会社,35853598720
2273,2022-07-21,100000407,ユーシーカード株式会社,7105319936
2274,2022-07-21,100000542,公立学校共済組合,4000917760
2275,2022-07-21,100007142,東京都国民健康保険団体連合会,-12887388160
2276,2022-07-21,100650551,神奈川県国民健康保険団体連合会,-5416382464
2277,2022-07-21,210023724,ヤマトホールディングス株式会社,-13000612864
2278,2022-07-21,210023725,ヤマト運輸株式会社,24894238720
2279,2022-07-21,210037298,東京都後期高齢者医療広域連合,-2871881728
2280,2022-07-21,210044026,口座振替払口,2560844800
2281,2022-07-21,210123354,電力広域的運営推進機関,1414506368
2282,2022-07-21,210124189,千葉県国民健康保険団体連合会,182426736
2283,2022-07-21,300001198,いすゞ自動車株式会社,-581969664
2284,2022-07-21,300002127,株式会社ＳＵＢＡＲＵ,2358293248
2285,2022-07-21,300003336,東京電力ホールディングス株式会社,3650841600
2286,2022-07-21,300010758,双日株式会社,1957941760
2287,2022-07-21,300040185,（独）日本高速道路保有・債務返済機構,1531483136
2288,2022-07-21,300234591,株式会社オリエントコーポレーション,-20809478144
2289,2022-07-21,300271063,一般社団法人　全国石油協会,1560174336
2290,2022-07-21,300335762,アフラック生命保険株式会社,-3794471168
2291,2022-07-21,300352535,イオンモール株式会社,3303691264
